"","Conflict_Name","Conflict_Type","Region","Start_Year","End_Year","Status","Primary_Country","Pre_War_Unemployment_%","During_War_Unemployment_%","Unemployment_Spike_Percentage_Points","Most_Affected_Sector","Youth_Unemployment_Change_%","Pre_War_Poverty_Rate_%","During_War_Poverty_Rate_%","Extreme_Poverty_Rate_%","Food_Insecurity_Rate_%","Households_Fallen_Into_Poverty_Estimate","GDP_Change_%","Inflation_Rate_%","Currency_Devaluation_%","Cost_of_War_USD","Estimated_Reconstruction_Cost_USD","Informal_Economy_Size_Pre_War_%","Informal_Economy_Size_During_War_%","Black_Market_Activity_Level","Primary_Black_Market_Goods","Currency_Black_Market_Rate_Gap_%","War_Profiteering_Documented"
"2288","Afghanistan War","Interstate/Counter-insurgency","South Asia",2001,2021,"Resolved","Afghanistan",7.32,15.19,7.87,"Energy",10.76,27.82,36.54,22.67,25.11,87066,-9.78,102.93,52.02,119549221637,423834093816,36.18,90,"Dominant","food, currency",202.61,"Yes"
"2289","Tigray Conflict","Civil War","Africa",2020,2022,"Resolved","Ethiopia",4.74,6.63,1.89,"Tourism",2.4,28.51,29.86,12.76,20.91,141009,-33.31,117.73,204.65,433638249388,698546526555,21.19,43.16,"Low","weapons",7.84,"Yes"
"2290","Israel-Hamas War","Asymmetric War","Middle East",2023,2026,"Ongoing","Palestine (Gaza)",13.19,20.24,7.05,"Manufacturing",8.77,21.99,30.25,13.33,17.13,15952,-65.04,70.98,122.65,203847824053,579130106811,12.89,29,"Moderate","food, weapons, currency",16.11,"Yes"
"2291","Israel-Hamas War","Asymmetric War","Middle East",2023,2026,"Ongoing","Palestine (Gaza)",14.82,54.53,39.7,"Agriculture",50.07,16.39,60.92,18.41,37.66,237982,-75.34,104.04,88.26,66331787818,231474885928,32.54,74.43,"Dominant","medicine, food",243.45,"Yes"
"2292","Syrian Civil War","Civil War","Middle East",2011,2026,"Ongoing","Syria",13.87,28.71,14.84,"Manufacturing",17.38,17.33,25.6,9.69,22.46,19432,-46.55,42.72,66.36,329792001480,1310202048981,17.95,43.26,"High","currency, weapons",1.04,"Yes"
"2293","Afghanistan War","Interstate/Counter-insurgency","South Asia",2001,2021,"Resolved","Afghanistan",12.85,33.47,20.63,"Services",24.95,21.76,34.57,21.05,30.62,75461,-19.38,92.74,104.67,245451742347,416564610996,23.1,64.48,"Moderate","weapons, fuel",377.41,"No"
"2294","Russia-Ukraine War","Interstate War","Europe",2022,2026,"Ongoing","Russia",12,31.24,19.24,"Tourism",25.62,11.58,31.96,17.18,24.67,31835,-12.17,90.95,119.71,350325419559,646647170893,14.74,42.69,"Low","currency, medicine, weapons",1.73,"Yes"
"2295","Russia-Ukraine War","Interstate War","Europe",2022,2026,"Ongoing","Russia",6.32,14.84,8.53,"Services",10.46,7.68,16.62,7.97,12.76,60354,-49.69,106.92,101.39,133337509717,208421117422,34.98,58.36,"Low","water, currency, medicine",492.58,"Yes"
"2296","Russia-Ukraine War","Interstate War","Europe",2022,2026,"Ongoing","Russia",12.51,36.51,24.01,"Tourism",34.24,6.38,33.22,22.61,19.25,128469,-26,108.69,73.04,103991363096,305142003210,11.8,23.55,"High","medicine, fuel, weapons",8.43,"Yes"
"2297","Tigray Conflict","Civil War","Africa",2020,2022,"Resolved","Ethiopia",3.58,9.47,5.9,"Manufacturing",8.04,15.71,22.73,12.45,17.92,13388,-15.18,22.76,29.58,307180861083,1106102037248,38.3,69.15,"Low","weapons",266.99,"Yes"
"2298","WWII (Germany)","World War","Europe",1939,1945,"Resolved","Germany",8.85,20.59,11.74,"Construction",17.47,21.4,29.32,10.73,18.57,6817,-11.02,43.78,60.41,397125412735,1581063524011,12.4,24.93,"Low","water, weapons, food",1.3,"Yes"
"2299","Iraq War","Interstate War","Middle East",2003,2011,"Resolved","Iraq",14.88,18.24,3.36,"Energy",4.57,17.57,20.67,8.46,12.47,145169,-20.07,66.52,35.3,71829187184,278557905713,39.89,67.69,"Dominant","medicine, food, currency",186.2,"No"
"2300","Russia-Ukraine War","Interstate War","Europe",2022,2026,"Ongoing","Russia",11.14,23.85,12.71,"Services",17.53,20.99,34.25,13.56,23,13864,-36.58,94.46,90.98,331444772921,801654136513,38.33,69.69,"Low","food, weapons",301.51,"No"
"2301","Tigray Conflict","Civil War","Africa",2020,2022,"Resolved","Ethiopia",13.97,38.11,24.14,"Energy",32.67,5.64,19.31,7.82,16.23,248794,-10.12,92.05,46.47,298846321852,461522841590,13.56,35.45,"Low","medicine, water, fuel",1.48,"Yes"
"2302","Israel-Iran War","Interstate War","Middle East",2025,2026,"Ongoing","Iran",12.91,16.49,3.58,"Energy",4.39,17.5,20.7,8.64,12.98,1767,-33.05,106.5,210.49,215239691759,589757571837,17.73,21.7,"Low","medicine, fuel, food",12.89,"No"
"2303","Afghanistan War","Interstate/Counter-insurgency","South Asia",2001,2021,"Resolved","Afghanistan",3.83,4.34,0.5,"Tourism",0.55,6.55,6.86,2.38,4.78,402854,-11.57,84.57,77.71,9225487689,14281476723,24.45,60.67,"Low","currency, water, food",402.38,"No"
"2304","Yemen Civil War","Civil War","Middle East",2015,2026,"Ongoing","Yemen",5.76,11.34,5.58,"Energy",7.09,14.92,18.71,7.86,15.74,3915,-13,48.61,68.9,358381689360,721055876359,37.32,71.45,"Low","currency",490.34,"Yes"
"2305","Iraq War","Interstate War","Middle East",2003,2011,"Resolved","Iraq",4.51,6.95,2.44,"Agriculture",3.34,15.14,17.45,8.66,15.5,16192,-26.51,55.09,40.63,104352725524,309953409041,17.27,24.56,"High","food, water, medicine",9.67,"Yes"
"2306","Tigray Conflict","Civil War","Africa",2020,2022,"Resolved","Ethiopia",3,6.5,3.5,"Tourism",5.07,27.21,31.3,20.17,16.83,1954714,-40.84,97.37,104.27,88734445339,200102389499,20.79,57.15,"Dominant","food, weapons",381.34,"Yes"
"2307","DRC Conflict","Civil War","Africa",1996,2026,"Ongoing","DRC",3.9,10.6,6.7,"Agriculture",9.69,15.14,21.96,10.58,13.89,633,-49.53,106.72,208.55,64399057489,155052829451,30.23,61.67,"High","weapons",236.6,"Yes"
"2308","Afghanistan War","Interstate/Counter-insurgency","South Asia",2001,2021,"Resolved","Afghanistan",10.31,22.38,12.07,"Manufacturing",17.97,28.18,38.22,13.24,23.72,2051,-23.69,95.91,62.25,298275439126,737180699454,36.69,63.57,"High","food",277.23,"Yes"
"2309","WWII (Japan)","World War","East Asia",1939,1945,"Resolved","Japan",8.29,16.08,7.78,"Energy",8.91,11.07,15.48,9.07,8.79,590,-34.6,85.87,163.9,423265575223,1494078774467,14.16,18.65,"High","fuel, currency, medicine",7.9,"Yes"
"2310","DRC Conflict","Civil War","Africa",1996,2026,"Ongoing","DRC",15,18.45,3.45,"Manufacturing",4.8,14.2,16.26,7.51,14.62,1782462,-21.09,91.12,164.18,170095708261,382151110869,29.42,46.17,"High","food",9.67,"No"
"2311","WWII (Japan)","World War","East Asia",1939,1945,"Resolved","Japan",3.37,3.99,0.62,"Construction",0.69,17.25,17.75,7.1,10.95,8500,-31.33,52.69,52.39,227651084935,554290344895,32.4,71.28,"Dominant","medicine, weapons",29.77,"Yes"
"2312","WWII (Japan)","World War","East Asia",1939,1945,"Resolved","Japan",12.29,16.92,4.64,"Manufacturing",6.57,18.15,22.06,10.88,16.06,259577,-47.56,50.63,59.41,124361826606,449274472727,25.68,59.17,"Dominant","weapons",124.56,"Yes"
"2313","Yemen Civil War","Civil War","Middle East",2015,2026,"Ongoing","Yemen",11.97,68.4,56.43,"Services",73.32,18.61,79.3,52.11,48.03,18027,-9.4,78.13,93.26,14512287772,23383374301,12.41,21.8,"Dominant","water, currency, food",19.43,"No"
"2314","Afghanistan War","Interstate/Counter-insurgency","South Asia",2001,2021,"Resolved","Afghanistan",14.29,16.02,1.73,"Energy",2.21,18.23,19.38,11.3,12.85,2154,-36.58,70.93,96.08,309551875801,1058884969645,38.47,90,"Low","medicine, food, currency",165.45,"Yes"
"2315","WWII (Germany)","World War","Europe",1939,1945,"Resolved","Germany",3.96,10.31,6.34,"Construction",7.44,15.76,22.68,7.83,16.27,11755,-31.47,75.18,114.03,385003412168,952651393057,33.39,58.63,"High","food, weapons, water",468.49,"No"
"2316","Iraq War","Interstate War","Middle East",2003,2011,"Resolved","Iraq",8.03,13.19,5.15,"Energy",7.06,5.36,8.73,3.79,7.54,30605,-46.64,72.57,89.66,12602686415,46879460266,18.41,45.26,"Low","currency, fuel, weapons",8.03,"Yes"
"2317","Tigray Conflict","Civil War","Africa",2020,2022,"Resolved","Ethiopia",9.77,19.23,9.46,"Agriculture",12.76,8.36,16.58,10.09,13.97,834,-33.08,117.69,67.13,307155056100,629269882717,31.7,90,"Moderate","food, medicine",354.9,"No"
"2318","Yemen Civil War","Civil War","Middle East",2015,2026,"Ongoing","Yemen",6.29,30.04,23.76,"Tourism",30.82,13.16,36.01,12.92,28.62,106828,-17.26,62.48,42.44,212386340005,353406606176,23.55,67.47,"Low","currency, weapons, water",124.2,"Yes"
"2319","Tigray Conflict","Civil War","Africa",2020,2022,"Resolved","Ethiopia",13.64,15.59,1.96,"Services",2.2,16.5,18.07,8.08,10.95,13507,-40.2,100.85,58.85,127361708628,208617205457,25.18,75.27,"Dominant","medicine, water",236.3,"No"
"2320","Russia-Ukraine War","Interstate War","Europe",2022,2026,"Ongoing","Ukraine",14.55,23.94,9.38,"Energy",13.33,23.24,29.55,13.41,24.29,1618669,-39.49,22.18,21.36,357558686137,684319263170,31.01,56.94,"Dominant","fuel, food",125.15,"Yes"
"2321","WWII (Japan)","World War","East Asia",1939,1945,"Resolved","Japan",5.79,15.52,9.73,"Construction",11.44,18.44,27.65,17.95,16.07,11806,-47.35,153.19,277.95,207098767481,411261293162,36.04,52.58,"High","water, medicine",24.46,"Yes"
"2322","Syrian Civil War","Civil War","Middle East",2011,2026,"Ongoing","Syria",4.78,27.12,22.34,"Construction",29.25,24.56,45.38,15.74,23.56,691670,-40.07,73.96,100.85,195026890444,478735377625,30.42,47.63,"Dominant","weapons",12.68,"No"
"2323","Israel-Hamas War","Asymmetric War","Middle East",2023,2026,"Ongoing","Israel",5.24,23.26,18.02,"Agriculture",23.33,24.22,39.93,21.84,23.63,10488,-84.01,111.27,160.89,25655221943,67955658843,38.96,84.26,"Dominant","medicine, food",4,"Yes"
"2324","Afghanistan War","Interstate/Counter-insurgency","South Asia",2001,2021,"Resolved","Afghanistan",8.36,23.41,15.05,"Construction",19.82,18.17,30.98,12.03,25.7,3050,-35.69,111.2,217.22,354372297698,722967815398,34.37,90,"Dominant","medicine, food, weapons",197.87,"Yes"
"2325","Iraq War","Interstate War","Middle East",2003,2011,"Resolved","Iraq",6.2,15.87,9.67,"Agriculture",13.83,18,29.32,17.54,26.08,2332,-14.92,71.02,129.72,108597113338,364746657931,27.7,36.16,"Moderate","food, fuel",16.76,"Yes"
"2326","Yemen Civil War","Civil War","Middle East",2015,2026,"Ongoing","Yemen",8.8,28.68,19.87,"Manufacturing",29.06,28.49,44.7,13.76,22.93,3158,-32.41,125.74,232.83,403950025762,1486788191190,35.25,90,"Moderate","food",163.73,"No"
"2327","DRC Conflict","Civil War","Africa",1996,2026,"Ongoing","DRC",7.23,14.25,7.03,"Energy",8.1,26.46,30.4,16.67,24.23,8829,-20.44,53.68,79.78,366825571441,1099997597866,39.57,49.25,"Dominant","fuel, food",8.52,"Yes"
"2328","DRC Conflict","Civil War","Africa",1996,2026,"Ongoing","DRC",3.33,8.58,5.25,"Tourism",5.98,6.48,11.39,4.48,6.31,35497,-25.45,100.26,176.59,124416999379,269798029233,23.96,55.75,"High","water",395.12,"Yes"
"2329","Russia-Ukraine War","Interstate War","Europe",2022,2026,"Ongoing","Russia",3.29,9.08,5.78,"Energy",8.53,9.76,15.38,5.16,11.36,540092,-10.63,112.35,115.06,181895945291,346221021470,24.37,63.77,"High","water, food",325.02,"Yes"
"2330","WWII (Germany)","World War","Europe",1939,1945,"Resolved","Germany",13.73,37.25,23.52,"Construction",33.77,5.58,18.16,7.25,12.5,152779,-40.06,84.59,54.59,305840073315,836888128751,28.89,78.39,"High","currency",286.91,"Yes"
"2331","Yemen Civil War","Civil War","Middle East",2015,2026,"Ongoing","Yemen",14.14,71.53,57.38,"Services",77.32,19.7,69.52,32.54,46.32,1628,-28.87,62.84,64.36,413754876265,801260063609,35.03,90,"Dominant","medicine, currency",238.05,"Yes"
"2332","Afghanistan War","Interstate/Counter-insurgency","South Asia",2001,2021,"Resolved","Afghanistan",12.2,34.26,22.05,"Energy",33,15.92,37.81,18.83,19.72,5720,-35.44,23.12,30.87,301401229418,583632309019,15.31,18.38,"Dominant","food, currency",8.54,"Yes"
"2333","WWII (Germany)","World War","Europe",1939,1945,"Resolved","Germany",12.44,24.05,11.6,"Services",13.85,5.1,15.65,10.62,10.51,183467,-26.91,166.79,244.4,79996270274,257277661851,21.79,45.52,"High","food, fuel, water",8.34,"Yes"
"2334","Russia-Ukraine War","Interstate War","Europe",2022,2026,"Ongoing","Ukraine",10.46,15.38,4.92,"Manufacturing",7.35,6.52,9.64,4.31,5.33,42092,-36.87,86.73,160.11,447688722468,1473370450440,38.05,58.89,"Dominant","food",341.24,"Yes"
"2335","Russia-Ukraine War","Interstate War","Europe",2022,2026,"Ongoing","Ukraine",7.96,23.43,15.47,"Construction",21.47,8,19.23,11.66,13.11,5454,-17.53,52.63,38.05,119225482097,398109732401,13.11,21.21,"High","weapons",6.92,"No"
"2336","Yemen Civil War","Civil War","Middle East",2015,2026,"Ongoing","Yemen",9.56,37.28,27.72,"Tourism",30.98,28.93,60.8,34.84,32.81,7066,-28.38,74.24,97.84,9811430344,32967809899,15.66,42.06,"Low","fuel",7.1,"Yes"
"2337","Russia-Ukraine War","Interstate War","Europe",2022,2026,"Ongoing","Ukraine",11.02,27.08,16.05,"Construction",22.84,17.17,29.12,17.23,15.21,1314,-23.01,91.31,91.54,350896215019,1289546981499,13.43,39.49,"High","fuel, currency",11.42,"Yes"
"2338","Israel-Hamas War","Asymmetric War","Middle East",2023,2026,"Ongoing","Israel",11.39,24.95,13.56,"Agriculture",16.09,28.78,43.18,16.21,22.86,1421590,-79.15,21.49,19.1,452771536449,1536301319960,28.73,70.63,"Low","water, medicine",2.75,"Yes"
"2339","Israel-Hamas War","Asymmetric War","Middle East",2023,2026,"Ongoing","Israel",8.2,42.73,34.53,"Agriculture",51.55,21.55,55.08,26.83,34.21,578241,-75.09,120.41,211.75,298937676284,791736992951,34.92,80.69,"Moderate","medicine, food, water",450.85,"No"
"2340","Israel-Hamas War","Asymmetric War","Middle East",2023,2026,"Ongoing","Israel",13.41,55.54,42.13,"Tourism",62.61,10.47,57.42,35.93,34.77,3593687,-63.2,76.42,64.82,274716607278,1045869973847,29.92,75.29,"Low","medicine, food",243.79,"Yes"
"2341","Israel-Hamas War","Asymmetric War","Middle East",2023,2026,"Ongoing","Palestine (Gaza)",5.96,11.6,5.64,"Manufacturing",6.92,9.05,14.07,6.99,12.53,7348,-77.65,124.28,222.47,410151661506,736400323358,29.43,86.43,"High","weapons",163.14,"No"
"2342","Yemen Civil War","Civil War","Middle East",2015,2026,"Ongoing","Yemen",12.65,42.45,29.8,"Agriculture",36.41,24.01,46.09,17.21,32.98,7814,-33.76,61.73,80.62,338964898166,941202734932,19.05,46.41,"Low","fuel, water, weapons",10.8,"Yes"
"2343","Israel-Iran War","Interstate War","Middle East",2025,2026,"Ongoing","Iran",13.63,35.23,21.59,"Tourism",31.74,23.12,44.01,24.17,29.12,2401,-12.8,58.23,92.15,312360646042,531173858499,33.78,44.58,"Dominant","food",11.96,"Yes"
"2344","DRC Conflict","Civil War","Africa",1996,2026,"Ongoing","DRC",10.74,29.83,19.09,"Tourism",22.46,18.09,37.65,13.14,29.33,35615,-35.55,77.86,119.75,162386819556,386185277898,22.48,56.21,"Low","fuel, food, currency",138.37,"Yes"
"2345","Yemen Civil War","Civil War","Middle East",2015,2026,"Ongoing","Yemen",8.43,29.59,21.16,"Agriculture",27.01,12.32,24.3,16.01,13.06,9073,-30.09,67.49,84.21,285276093727,1053457381566,16.32,20.84,"Moderate","currency, water, fuel",1.19,"Yes"
"2346","Afghanistan War","Interstate/Counter-insurgency","South Asia",2001,2021,"Resolved","Afghanistan",7.75,10.49,2.74,"Construction",3.75,27.76,30.56,13.56,26.44,784482,-41.27,5.39,5.02,251034802450,425696191907,37.45,77.31,"Moderate","currency, weapons",3.85,"Yes"
"2347","WWII (Japan)","World War","East Asia",1939,1945,"Resolved","Japan",8.66,20.04,11.37,"Construction",16.51,10.79,16.57,5.65,8.75,290947,-5.29,78.83,76.6,188366293177,317901127384,22.28,40.83,"High","medicine, food, water",18.77,"No"
"2348","Israel-Iran War","Interstate War","Middle East",2025,2026,"Ongoing","Iran",8.23,12.14,3.91,"Tourism",4.78,15.02,17.75,9.44,14.93,914173,-31.63,45.08,63.66,62444614907,237860484446,38.84,62.37,"Moderate","currency",327.47,"Yes"
"2349","DRC Conflict","Civil War","Africa",1996,2026,"Ongoing","DRC",14.01,23.6,9.58,"Manufacturing",10.62,8.76,15.16,5.36,8.65,32367,-32.56,78.56,55.11,165596434251,645367051515,11.79,22.42,"Low","weapons, currency",19.09,"Yes"
"2350","WWII (Germany)","World War","Europe",1939,1945,"Resolved","Germany",7.94,15.13,7.2,"Energy",8.2,22.89,26.9,11.05,16.1,93595,-21.47,98.8,73.64,101063857668,160885783911,23.7,46.16,"Low","currency, food",5.2,"Yes"
"2351","Tigray Conflict","Civil War","Africa",2020,2022,"Resolved","Ethiopia",4.8,10.78,5.97,"Energy",7.55,19.42,26.4,11.4,22.26,401,-9.98,92,133.44,419815045211,1137292072910,35.6,66.98,"High","medicine",277.39,"Yes"
"2352","Tigray Conflict","Civil War","Africa",2020,2022,"Resolved","Ethiopia",14.6,39.48,24.88,"Services",35.38,5.45,26.66,15.5,23.07,7600,-14.43,36.67,21.31,359001663942,849990029008,33.03,55.17,"Low","food",195.87,"Yes"
"2353","WWII (Japan)","World War","East Asia",1939,1945,"Resolved","Japan",9.26,27.08,17.82,"Manufacturing",22.61,27.95,47.12,14.4,25.96,63210,-5.56,73.17,83.1,477045405988,1021714525310,22.01,41.17,"Dominant","food",6.5,"Yes"
"2354","Israel-Iran War","Interstate War","Middle East",2025,2026,"Ongoing","Iran",6.85,14.05,7.2,"Services",8.3,18.46,25.29,10.85,18.31,51862,-46.94,145.75,238.49,188487014303,696322885585,23.23,52.15,"High","medicine, water, weapons",36.04,"Yes"
"2355","DRC Conflict","Civil War","Africa",1996,2026,"Ongoing","DRC",14.56,28.32,13.76,"Manufacturing",19.85,29.5,45.75,17.61,28.33,2466,-49.75,47.43,90.85,329261198892,1052685811427,34.21,49.08,"Moderate","currency",10.6,"No"
"2356","Syrian Civil War","Civil War","Middle East",2011,2026,"Ongoing","Syria",11.38,21.79,10.4,"Construction",12.17,23.78,35.18,12.51,24.63,5019,-17.19,104.17,146.58,109595648945,351161442894,21.37,50.18,"High","medicine",5.32,"Yes"
"2357","Iraq War","Interstate War","Middle East",2003,2011,"Resolved","Iraq",12.76,27.73,14.97,"Services",17.91,14.16,23.08,7.19,11.69,83860,-10.77,44.44,82,57476282841,155883682117,32.31,42.4,"Moderate","weapons, medicine",0.88,"Yes"
"2358","Israel-Iran War","Interstate War","Middle East",2025,2026,"Ongoing","Israel",11.78,29.33,17.54,"Agriculture",25.49,20.17,37.16,19.11,32.64,1996,-43,94.37,71.4,95702961550,269129829824,21.04,61.24,"Moderate","fuel",356.89,"Yes"
"2359","Russia-Ukraine War","Interstate War","Europe",2022,2026,"Ongoing","Ukraine",7.3,18.13,10.83,"Energy",14.79,23.02,35.87,22.35,20.59,32287,-28.07,63.57,78.13,3175176452,7030696472,13.15,26.52,"High","weapons, medicine, water",0.55,"Yes"
"2360","WWII (Germany)","World War","Europe",1939,1945,"Resolved","Germany",13.73,38.52,24.8,"Construction",30.24,17.52,32.07,16,24.87,56450,-37.62,107.49,78.71,372469859939,613571734467,25.79,44.31,"High","fuel, medicine",17.89,"Yes"
"2361","Israel-Hamas War","Asymmetric War","Middle East",2023,2026,"Ongoing","Palestine (Gaza)",14.69,78.58,63.89,"Construction",94.19,26.56,93.56,37.09,56.38,3100,-67.04,105.55,65.62,89284066270,273889906857,19.97,33.4,"Moderate","food, weapons",3.03,"Yes"
"2362","DRC Conflict","Civil War","Africa",1996,2026,"Ongoing","DRC",5.68,10.02,4.34,"Manufacturing",5.26,10.22,14.66,8.03,12.83,1200,-17.82,8.48,15.05,64628844289,243725160529,11.35,33.8,"High","fuel, water",1.01,"Yes"
"2363","Iraq War","Interstate War","Middle East",2003,2011,"Resolved","Iraq",5.91,14.84,8.93,"Manufacturing",11.5,17.29,22.42,13.13,15.96,14520,-44.14,81.84,49.34,23175188761,37682388119,39.76,83.85,"Low","weapons, food",417.54,"Yes"
"2364","Russia-Ukraine War","Interstate War","Europe",2022,2026,"Ongoing","Russia",6.98,19.62,12.63,"Manufacturing",18.17,17.87,24.86,13.89,13.69,6790,-44.71,73.52,43.56,477711859304,1573725695755,12.2,34.81,"Low","fuel",18.16,"No"
"2365","WWII (Germany)","World War","Europe",1939,1945,"Resolved","Germany",14.15,32.24,18.09,"Manufacturing",21.04,7.43,26.55,13.66,16.92,38346,-38.99,144.3,116.93,134971945707,320427114789,10.98,15.05,"Low","weapons",11.44,"No"
"2366","Afghanistan War","Interstate/Counter-insurgency","South Asia",2001,2021,"Resolved","Afghanistan",13.12,16.29,3.16,"Construction",3.52,8.44,11.8,3.66,9.65,1488,-23.75,77.32,117.93,198308029490,512126605641,23.39,28.69,"Dominant","fuel, food, currency",2.05,"Yes"
"2367","WWII (Germany)","World War","Europe",1939,1945,"Resolved","Germany",12.87,27.38,14.5,"Energy",20.14,18.89,26.97,14.24,14.6,241224,-28.56,23.33,16.34,188644980307,691823393752,23.6,32.56,"High","currency, water",13.02,"Yes"
"2368","Syrian Civil War","Civil War","Middle East",2011,2026,"Ongoing","Syria",12.82,60.56,47.74,"Manufacturing",57.63,29.73,57.34,20.47,33.2,3257,-16.4,62.06,65.5,323621236655,498760836237,20.08,51.27,"Low","medicine, water, weapons",304.97,"Yes"
"2369","Russia-Ukraine War","Interstate War","Europe",2022,2026,"Ongoing","Ukraine",7.4,19.07,11.66,"Agriculture",17.23,28.25,38.52,22.18,26.56,113214,-16.6,70.29,130.36,153356980375,289632875492,25.89,31.71,"High","medicine, water, food",1.2,"Yes"
"2370","Yemen Civil War","Civil War","Middle East",2015,2026,"Ongoing","Yemen",13.04,30.98,17.94,"Manufacturing",26.72,19.58,36.43,25.38,29.35,4910,-30.65,10.68,16.07,281886300265,1113435019584,21.5,61.4,"Moderate","fuel",161.96,"Yes"
"2371","WWII (Japan)","World War","East Asia",1939,1945,"Resolved","Japan",5.1,12.37,7.27,"Energy",10.35,26.77,34.39,21.61,25.2,108437,-35.47,98.87,171.52,174668943495,638670139590,14.8,25.71,"High","water, currency",9.35,"No"
"2372","Israel-Hamas War","Asymmetric War","Middle East",2023,2026,"Ongoing","Israel",10.19,23.83,13.64,"Energy",16.08,13.82,28.69,19.86,24.47,12691,-64.82,54.22,32.23,443372057555,944791122741,23.08,45.76,"Moderate","medicine",12.84,"Yes"
"2373","Israel-Iran War","Interstate War","Middle East",2025,2026,"Ongoing","Israel",13.99,16.17,2.18,"Agriculture",3.02,29.99,32.52,20.5,23.33,248895,-48.3,32.81,45.52,55707706294,218959908214,34.82,69.52,"High","currency, medicine, water",266.9,"Yes"
"2374","WWII (Germany)","World War","Europe",1939,1945,"Resolved","Germany",10.14,20.46,10.32,"Manufacturing",14.18,26.63,34.86,11.04,21.33,65647,-26.89,30.26,40.26,24246071997,90500160530,28.45,73.16,"Moderate","weapons, medicine",297.86,"Yes"
